trans_id,lang,translation
臼杵港フェリーターミナル,ja-Hrkt,うすきこうふぇりーたーみなる
臼杵港フェリーターミナル,en,Usukiko Ferry Terminal
臼杵港フェリーターミナル,ko,우스키항페리터미널
臼杵港フェリーターミナル,zh-cn,臼杵港渡轮总站
臼杵港フェリーターミナル,zh-tw,臼杵港渡輪總站
判田局前,en,Handakyoku Mae
判田局前,ko,한다쿄쿠마에
判田局前,zh-cn,判田局前
判田局前,zh-tw,判田局前
小原,en,Kobaru
小原,ko,고바루
小原,zh-cn,小原
小原,zh-tw,小原
公民館前,ja,公民館前
公民館前,ja-Hrkt,こうみんかんまえ
ひまわり団地,ja,ひまわり団地
ひまわり団地,ja-Hrkt,ひまわりだんち
ひまわり団地,en,Himawari Danchi
ひまわり団地,ko,히마와리단치
ひまわり団地,zh-cn,向日葵团地
ひまわり団地,zh-tw,向日葵團地
宇山,ja,宇山
宇山,ja-Hrkt,うやま
松岡小学校前,ja,松岡小学校前
松岡小学校前,ja-Hrkt,まつおかしょうがっこうまえ
松岡小学校前,en,Matsuoka Shogakko Mae
松岡小学校前,ko,마쓰오카쇼갓코마에
松岡小学校前,zh-cn,松冈小学校前
松岡小学校前,zh-tw,松岡小學校前
稲垣,en,Inagaki
稲垣,ko,이나가키
稲垣,zh-cn,稻垣
稲垣,zh-tw,稻垣
入江橋,en,Iriebashi
入江橋,ko,이리에바시
入江橋,zh-cn,入江橋
入江橋,zh-tw,入江桥
尾津留,en,Ozuru
尾津留,ko,오즈루
尾津留,zh-cn,尾津留
尾津留,zh-tw,尾津留
乙津港町,en,Otozu Minatomachi
乙津港町,ko,오토즈미나토마치
乙津港町,zh-cn,乙津港町
乙津港町,zh-tw,乙津港町
中央通り二丁目,en,Chuo Dori 2 Chome
中央通り二丁目,ko,추오도리니초메
中央通り二丁目,zh-cn,中央通二丁目
中央通り二丁目,zh-tw,中央通二丁目
下河内,ja,下河内
下河内,ja-Hrkt,しもかわち
高城南町,en,Takajo Minamimachi
高城南町,ko,다카조미나미마치
高城南町,zh-cn,高城南町
高城南町,zh-tw,高城南町
明治北団地中,en,Meiji Kita Danchi Naka
明治北団地中,ko,메이지키타단치나카
明治北団地中,zh-cn,明治北团地中
明治北団地中,zh-tw,明治北團地中
宮ノ浦,ja,宮ノ浦
宮ノ浦,ja-Hrkt,みやのうら
宮ノ浦,en,Miyanoura
宮ノ浦,ko,미야노우라
宮ノ浦,zh-cn,宫之浦
宮ノ浦,zh-tw,宮之浦
明法寺,ja,明法寺
明法寺,ja-Hrkt,みょうほうじ
明法寺,en,Myohoji
明法寺,ko,묘호지
明法寺,zh-cn,明法寺
明法寺,zh-tw,明法寺
ストア前,en,Store Mae
ストア前,ko,스토어마에
ストア前,zh-cn,商店前
ストア前,zh-tw,商店前
北方入口,en,Kitagata Iriguchi
北方入口,ko,기타가타이리구치
北方入口,zh-cn,北方入口
北方入口,zh-tw,北方入口
ドライブイン前,ja-Hrkt,どらいぶいんまえ
ドライブイン前,en,Drive-in mae
ドライブイン前,ko,드라이브인마에
ドライブイン前,zh-cn,ＤＲＩＶＥ－ＩＮ前
ドライブイン前,zh-tw,ＤＲＩＶＥ－ＩＮ前
保健所前,en,Hokenjo Mae [Saiki]
保健所前,ko,호켄조마에 [사이키]
保健所前,zh-cn,保健所前［佐伯］
保健所前,zh-tw,保健所前［佐伯］
上野丘一丁目,en,Uenogaoka 1 Chome
上野丘一丁目,ko,우에노가오카잇초메
上野丘一丁目,zh-cn,上野丘一丁目
上野丘一丁目,zh-tw,上野丘一丁目
星和台入口,en,Seiwadai Iriguchi
星和台入口,ko,세이와다이이리구치
星和台入口,zh-cn,星和台入口
星和台入口,zh-tw,星和台入口
向の原,en,Mukainoharu
向の原,ko,무카이노하루
向の原,zh-cn,向之原
向の原,zh-tw,向之原
小蒲江,ja-Hrkt,おがまえ
小蒲江,en,Ogamae
小蒲江,ko,오가마에
小蒲江,zh-cn,小蒲江
小蒲江,zh-tw,小蒲江
地松浦入口,ja,地松浦入口
地松浦入口,ja-Hrkt,じまつらいりぐち
田尻ＧＨ西入口,en,Tajiri Green Heights Nishi Iriguchi
田尻ＧＨ西入口,ko,다지리그린하이츠니시이리구치
田尻ＧＨ西入口,zh-cn,田尻绿地住宅区西入口
田尻ＧＨ西入口,zh-tw,田尻綠地公寓西入口
陽光台東,en,Yokodai Higashi
陽光台東,ko,요코다이히가시
陽光台東,zh-cn,阳光台东
陽光台東,zh-tw,陽光台東
下田尻,ja,下田尻
下田尻,ja-Hrkt,しもたじり
下田尻,en,Shimo Tajiri
下田尻,ko,시모타지리
下田尻,zh-cn,下田尻
下田尻,zh-tw,下田尻
鳥越,en,Torigoe [Saiki]
鳥越,ko,도리고에 [사이키]
鳥越,zh-cn,鳥越［佐伯］
鳥越,zh-tw,鸟越［佐伯］
大石町一丁目,en,Oishimachi 1 Chome
大石町一丁目,ko,오이시마치잇초메
大石町一丁目,zh-cn,大石町一丁目
大石町一丁目,zh-tw,大石町一丁目
猪野下,en,Inoshimo
猪野下,ko,이노시모
猪野下,zh-cn,猪野下
猪野下,zh-tw,豬野下
千束,ja,千束
百枝,ja,百枝
百枝,ja-Hrkt,ももえだ
谷川,ja,谷川
谷川,ja-Hrkt,たにがわ
谷川,en,Tanigawa [Saiki]
谷川,ko,다니가와 [사이키]
谷川,zh-cn,谷川［佐伯］
谷川,zh-tw,谷川［佐伯］
県庁前,ja,県庁前
県庁前,ja-Hrkt,けんちょうまえ
県庁前,en,Kencho Mae (Prefectural Office)
県庁前,ko,켄초마에
県庁前,zh-cn,县厅前
県庁前,zh-tw,縣廳前
石打,en,Ishiuchi
石打,ko,이시우치
石打,zh-cn,石打
石打,zh-tw,石打
県立病院入口,en,Kenritsu Byoin Iriguchi
県立病院入口,ko,켄리쓰뵤인이리구치
県立病院入口,zh-cn,县立医院入口
県立病院入口,zh-tw,縣立醫院入口
長津留,en,Nagatsuru
長津留,ko,나가쓰루
長津留,zh-cn,長津留
長津留,zh-tw,长津留
津志河内,ja,津志河内
津志河内,ja-Hrkt,つしがわち
下組公民館前,en,Shimogumi Kominkan Mae
下組公民館前,ko,시모구미코민칸마에
下組公民館前,zh-cn,下组公民馆前
下組公民館前,zh-tw,下組公民館前
松浦越,ja,松浦越
松浦越,ja-Hrkt,まつらごし
津留小学校前,en,Tsuru Shogakko Mae
津留小学校前,ko,쓰루쇼갓코마에
津留小学校前,zh-cn,津留小学校前
津留小学校前,zh-tw,津留小學校前
ガレリア竹町西,en,Galleria Takemachi Nishi
ガレリア竹町西,ko,갈레리아타케마치니시
ガレリア竹町西,zh-cn,竹町拱廊街西
ガレリア竹町西,zh-tw,竹町拱廊街西
オアシスひろば前,ja,オアシスひろば前
オアシスひろば前,ja-Hrkt,おあしすひろばまえ（けんりつびじゅつかん
オアシスひろば前,en,Oasis Hiroba Mae
オアシスひろば前,ko,오아시스히로바마에
オアシスひろば前,zh-cn,绿洲广场前
オアシスひろば前,zh-tw,綠洲廣場前
地蔵前,ja,地蔵前
地蔵前,ja-Hrkt,じぞうまえ
地蔵前,en,Jizo mae
地蔵前,ko,지조마에
地蔵前,zh-cn,地藏前
地蔵前,zh-tw,地藏前
国分,en,Kokubu
国分,ko,고쿠부
国分,zh-cn,国分
国分,zh-tw,國分
横町,en,Yokomachi
横町,ko,요코마치
横町,zh-cn,横町
横町,zh-tw,橫町
白馬渓,en,Hakubakei
白馬渓,ko,하쿠바케이
白馬渓,zh-cn,白马溪
白馬渓,zh-tw,白馬溪
浜天満社前,en,Hama Temmansha Mae
浜天満社前,ko,하마텐만샤마에
浜天満社前,zh-cn,滨天满社前
浜天満社前,zh-tw,濱天滿社前
木場,ja,木場
木場,ja-Hrkt,きば
木場,en,Kiba
木場,ko,기바
木場,zh-cn,木場
木場,zh-tw,木场
大南団地北,en,Dainan Danchi Kita
大南団地北,ko,다이난단치키타
大南団地北,zh-cn,大南团地北
大南団地北,zh-tw,大南團地北
西山公園下,en,Nishiyama Koen Shita
西山公園下,ko,니시야마코엔시타
西山公園下,zh-cn,西山公园下
西山公園下,zh-tw,西山公園下
小野市,ja-Hrkt,おのいち
小野市,en,Onoichi
小野市,ko,오노이치
小野市,zh-cn,小野市
小野市,zh-tw,小野市
大在小学校前,en,Ozai Shogakko Mae
大在小学校前,ko,오자이쇼갓코마에
大在小学校前,zh-cn,大在小学校前
大在小学校前,zh-tw,大在小學校前
浦代,ja,浦代
浦代,ja-Hrkt,うらしろ
浦代,en,Urashiro [Yonouzu]
浦代,ko,우라시로 [요노즈]
浦代,zh-cn,浦代［米水津］
浦代,zh-tw,浦代［米水津］
広瀬橋,en,Hirosebashi
広瀬橋,ko,히로세바시
広瀬橋,zh-cn,广濑桥
広瀬橋,zh-tw,廣瀨橋
滝尾小学校前,en,Takio Shogakko Mae
滝尾小学校前,ko,다키오쇼갓코마에
滝尾小学校前,zh-cn,泷尾小学校前
滝尾小学校前,zh-tw,瀧尾小學校前
築良田,ja,築良田
築良田,ja-Hrkt,つくらだ
下宗方,en,Shimo Munakata
下宗方,ko,시모무나카타
下宗方,zh-cn,下宗方
下宗方,zh-tw,下宗方
森崎,ja-Hrkt,もりさき
森崎,en,Morisaki
森崎,ko,모리사키
森崎,zh-cn,森崎
森崎,zh-tw,森崎
仲山,ja-Hrkt,なかやま
仲山,en,Nakayama
仲山,ko,나카야마
仲山,zh-cn,仲山
仲山,zh-tw,仲山
向津留入口,ja,向津留入口
向津留入口,ja-Hrkt,むかいづるいりぐち
平野,en,Hirano
平野,ko,히라노
平野,zh-cn,平野
平野,zh-tw,平野
小野鶴南一丁目,en,Onozuru Minami 1 Chome
小野鶴南一丁目,ko,오노즈루미나미잇초메
小野鶴南一丁目,zh-cn,小野鹤南一丁目
小野鶴南一丁目,zh-tw,小野鶴南一丁目
直見駅前,en,Naomi Eki Mae
直見駅前,ko,나오미에키마에
直見駅前,zh-cn,直見站前
直見駅前,zh-tw,直见站前
情報科学高校入口,en,Joho Kagaku Koko Iriguchi
情報科学高校入口,ko,조호카가쿠코코이리구치
情報科学高校入口,zh-cn,情报科学高校入口
情報科学高校入口,zh-tw,情報科學高校入口
東津留,en,Higashi Tsuru
東津留,ko,히가시쓰루
東津留,zh-cn,东津留
東津留,zh-tw,東津留
岡の下,en,Okanoshimo
岡の下,ko,오카노시모
岡の下,zh-cn,岡之下
岡の下,zh-tw,冈之下
小中尾入口,ja,小中尾入口
小中尾入口,ja-Hrkt,こなかおいりぐち
小中尾入口,en,Konakao Iriguchi
小中尾入口,ko,고나카오이리구치
小中尾入口,zh-cn,小中尾入口
小中尾入口,zh-tw,小中尾入口
田鶴音,ja,田鶴音
田鶴音,ja-Hrkt,たづね
田鶴音,en,Tazune
田鶴音,ko,다즈네
田鶴音,zh-cn,田鹤音
田鶴音,zh-tw,田鶴音
文政開,en,Bunseikai
文政開,ko,분세이카이
文政開,zh-cn,文政开
文政開,zh-tw,文政開
天満宮入口,en,Temmangu Iriguchi
天満宮入口,ko,덴만구이리구치
天満宮入口,zh-cn,天满宫入口
天満宮入口,zh-tw,天滿宮入口
大道小学校前,en,Omichi Shogakko Mae
大道小学校前,ko,오미치쇼갓코마에
大道小学校前,zh-cn,大道小学校前
大道小学校前,zh-tw,大道小學校前
嶺,ja,嶺
嶺,ja-Hrkt,みね
嶺,en,Mine
嶺,ko,미네
嶺,zh-cn,岭
嶺,zh-tw,嶺
ボンエルフ前,en,Woonerf Mae
ボンエルフ前,ko,본에르프마에
ボンエルフ前,zh-cn,ＷＯＯＮＥＲＦ前
ボンエルフ前,zh-tw,ＷＯＯＮＥＲＦ前
千束,ja-Hrkt,せんぞく
千束,en,Senzoku
千束,ko,센조쿠
千束,zh-cn,千束
千束,zh-tw,千束
豊南高校前,en,Honan Koko Mae
豊南高校前,ko,호난코코마에
豊南高校前,zh-cn,豐南高校前
豊南高校前,zh-tw,丰南高校前
松岡,en,Matsuoka
松岡,ko,마쓰오카
松岡,zh-cn,松冈
松岡,zh-tw,松岡
金の手南,en,Kanenote Minami
金の手南,ko,가네노테미나미
金の手南,zh-cn,金之手南
金の手南,zh-tw,金之手南
坂の市,en,Sakanoichi
坂の市,ko,사카노이치
坂の市,zh-cn,坂之市
坂の市,zh-tw,坂之市
公園西インター入口,en,Koen Nishi Inter Iriguchi
公園西インター入口,ko,코엔니시인터이리구치
公園西インター入口,zh-cn,公园西交流道入口
公園西インター入口,zh-tw,公園西交流道入口
宮河内団地一丁目,ja,宮河内団地一丁目
宮河内団地一丁目,ja-Hrkt,みやかわちだんちいっちょうめ
宮河内団地一丁目,en,Miyakawachi Danchi 1 Chome
宮河内団地一丁目,ko,미야카와치단치잇초메
宮河内団地一丁目,zh-cn,宫河内团地一丁目
宮河内団地一丁目,zh-tw,宮河內團地一丁目
三軒屋,en,Sangen-ya
三軒屋,ko,산겐야
三軒屋,zh-cn,三軒屋
三軒屋,zh-tw,三轩屋
富士見が丘西入口,en,Fujimigaoka Nishi Iriguchi
富士見が丘西入口,ko,후지미가오카니시이리구치
富士見が丘西入口,zh-cn,富士见丘西入口
富士見が丘西入口,zh-tw,富士見丘西入口
宮崎,ja,宮崎
宮崎,ja-Hrkt,みやざき
向津留入口,en,Mukaizuru Iriguchi
向津留入口,ko,무카이즈루이리구치
向津留入口,zh-cn,向津留入口
向津留入口,zh-tw,向津留入口
東雲校前,en,Shinonomeko Mae
東雲校前,ko,시노노메코마에
東雲校前,zh-cn,東雲校前
東雲校前,zh-tw,东云校前
森町,en,Morimachi
森町,ko,모리마치
森町,zh-cn,森町
森町,zh-tw,森町
興聖寺前,en,Koshoji Mae
興聖寺前,ko,고쇼지마에
興聖寺前,zh-cn,兴圣寺前
興聖寺前,zh-tw,興聖寺前
内田,ja-Hrkt,うちだ
内田,en,Uchida
内田,ko,우치다
内田,zh-cn,内田
内田,zh-tw,內田
岡原,ja,岡原
岡原,ja-Hrkt,おかばる
裏川,ja,裏川
裏川,ja-Hrkt,うらかわ
共栄橋,ja,共栄橋
共栄橋,ja-Hrkt,きょうえいばし
共栄橋,en,Kyoeibashi
共栄橋,ko,교에이바시
共栄橋,zh-cn,共荣桥
共栄橋,zh-tw,共榮橋
旦の原,en,Dannoharu
旦の原,ko,단노하루
旦の原,zh-cn,旦之原
旦の原,zh-tw,旦之原
船本入口,ja,船本入口
船本入口,ja-Hrkt,ふなもといりぐち
船本入口,en,Funamoto Iriguchi
船本入口,ko,후나모토이리구치
船本入口,zh-cn,船本入口
船本入口,zh-tw,船本入口
庄境,en,Shozakai
庄境,ko,쇼자카이
庄境,zh-cn,庄境
庄境,zh-tw,莊境
コンパルホール入口,ja,コンパルホール入口
コンパルホール入口,ja-Hrkt,こんぱるほーるいりぐち
裏川,en,Urakawa
裏川,ko,우라카와
裏川,zh-cn,里川
裏川,zh-tw,裏川
上餅田,en,Kami Mochida
上餅田,ko,가미모치다
上餅田,zh-cn,上饼田
上餅田,zh-tw,上餅田
田原入口,en,Tabaru Iriguchi
田原入口,ko,다바루이리구치
田原入口,zh-cn,田原入口
田原入口,zh-tw,田原入口
大学病院,en,Daigaku Byoin
大学病院,ko,다이가쿠뵤인
大学病院,zh-cn,大学医院
大学病院,zh-tw,大學醫院
寺崎町一丁目,en,Terasakimachi 1 Chome
寺崎町一丁目,ko,데라사키마치잇초메
寺崎町一丁目,zh-cn,寺崎町一丁目
寺崎町一丁目,zh-tw,寺崎町一丁目
大塔,en,Oto
大塔,ko,오토
大塔,zh-cn,大塔
大塔,zh-tw,大塔
野津南,en,Notsu Minami
野津南,ko,노쓰미나미
野津南,zh-cn,野津南
野津南,zh-tw,野津南
ふれあいセンター宇目,ja,ふれあいセンター宇目
ふれあいセンター宇目,ja-Hrkt,ふれあいせんたーうめ
ふれあいセンター宇目,en,Fureai Center Ume
ふれあいセンター宇目,ko,후레아이센터우메
ふれあいセンター宇目,zh-cn,互动中心宇目
ふれあいセンター宇目,zh-tw,互動中心宇目
コンパルホール入口,en,Compal Hall Iriguchi
コンパルホール入口,ko,컴펄홀이리구치
コンパルホール入口,zh-cn,ＣＯＭＰＡＬ大厅入口
コンパルホール入口,zh-tw,ＣＯＭＰＡＬ大廳入口
滝尾小学校入口,en,Takio Shogakko Iriguchi
滝尾小学校入口,ko,다키오쇼갓코이리구치
滝尾小学校入口,zh-cn,泷尾小学校入口
滝尾小学校入口,zh-tw,瀧尾小學校入口
坂山,en,Sakayama
坂山,ko,사카야마
坂山,zh-cn,坂山
坂山,zh-tw,坂山
羽屋新町,en,Haya Shimmachi
羽屋新町,ko,하야신마치
羽屋新町,zh-cn,羽屋新町
羽屋新町,zh-tw,羽屋新町
敷戸北,en,Shikido Kita
敷戸北,ko,시키도키타
敷戸北,zh-cn,敷户北
敷戸北,zh-tw,敷戶北
運動公園前,ja,運動公園前
運動公園前,ja-Hrkt,うんどうこうえんまえ
宗方台東,en,Munakatadai Higashi
宗方台東,ko,무나카타다이히가시
宗方台東,zh-cn,宗方台东
宗方台東,zh-tw,宗方台東
宇山,en,Uyama
宇山,ko,우야마
宇山,zh-cn,宇山
宇山,zh-tw,宇山
赤迫,ja,赤迫
赤迫,ja-Hrkt,あかさこ
赤迫,en,Akasako [Oita]
赤迫,ko,아카사코 [오이타]
赤迫,zh-cn,赤迫［大分］
赤迫,zh-tw,赤迫［大分］
豊饒,ja,豊饒
豊饒,ja-Hrkt,ぶにょう
海原橋西,en,Kaiwarabashi Nishi
海原橋西,ko,가이와라바시니시
海原橋西,zh-cn,海原桥西
海原橋西,zh-tw,海原橋西
宗方台中央,en,Munakatadai Chuo
宗方台中央,ko,무나카타다이추오
宗方台中央,zh-cn,宗方台中央
宗方台中央,zh-tw,宗方台中央
萩原東町,en,Hagiwara Higashimachi
萩原東町,ko,하기와라히가시마치
萩原東町,zh-cn,萩原东町
萩原東町,zh-tw,萩原東町
明治農協前,en,Meiji Nokyo Mae
明治農協前,ko,메이지노쿄마에
明治農協前,zh-cn,明治农协前
明治農協前,zh-tw,明治農協前
名護屋漁協前,ja-Hrkt,なごやぎょきょうまえ
名護屋漁協前,en,Nagoya Gyokyo mae
名護屋漁協前,ko,나고야교쿄마에
名護屋漁協前,zh-cn,名护屋渔协前
名護屋漁協前,zh-tw,名護屋漁協前
下り松,en,Sagarimatsu [Usuki]
下り松,ko,사가리마쓰 [우스키]
下り松,zh-cn,下松［臼杵］
下り松,zh-tw,下松［臼杵］
久土入口,en,Kudo Iriguchi
久土入口,ko,구도이리구치
久土入口,zh-cn,久土入口
久土入口,zh-tw,久土入口
芳河原台入口,ja,芳河原台入口
芳河原台入口,ja-Hrkt,ほうがわらだいいりぐち
芳河原台入口,en,Hogawaradai Iriguchi
芳河原台入口,ko,호가와라다이이리구치
芳河原台入口,zh-cn,芳河原台入口
芳河原台入口,zh-tw,芳河原台入口
白滝橋,en,Shiratakibashi
白滝橋,ko,시라타키바시
白滝橋,zh-cn,白泷桥
白滝橋,zh-tw,白瀧橋
萩原堺町,en,Hagiwara Sakaimachi
萩原堺町,ko,하기와라사카이마치
萩原堺町,zh-cn,萩原堺町
萩原堺町,zh-tw,萩原堺町
野津原新町,en,Notsuharu Shimmachi
野津原新町,ko,노쓰하루신마치
野津原新町,zh-cn,野津原新町
野津原新町,zh-tw,野津原新町
インターパーク前,ja-Hrkt,いんたーぱーくまえ
インターパーク前,en,Inter Park mae
インターパーク前,ko,인터파크마에
インターパーク前,zh-cn,ＩＮＴＥＲ ＰＡＲＫ前
インターパーク前,zh-tw,ＩＮＴＥＲ ＰＡＲＫ前
竹角,ja,竹角
竹角,ja-Hrkt,たけつの
竹角,en,Taketsuno
竹角,ko,다케쓰노
竹角,zh-cn,竹角
竹角,zh-tw,竹角
下河内,en,Shimo Kawachi
下河内,ko,시모카와치
下河内,zh-cn,下河內
下河内,zh-tw,下河内
一本松,en,Ippommatsu
一本松,ko,잇폰마쓰
一本松,zh-cn,一本松
一本松,zh-tw,一本松
中津留一丁目,en,Nakatsuru 1 Chome
中津留一丁目,ko,나카쓰루잇초메
中津留一丁目,zh-cn,中津留一丁目
中津留一丁目,zh-tw,中津留一丁目
ふじが丘西,en,Fujigaoka Nishi
ふじが丘西,ko,후지가오카니시
ふじが丘西,zh-cn,富士丘西
ふじが丘西,zh-tw,富士丘西
花の木団地入口,en,Hananoki Danchi Iriguchi
花の木団地入口,ko,하나노키단치이리구치
花の木団地入口,zh-cn,花之木团地入口
花の木団地入口,zh-tw,花之木團地入口
直川振興局,en,Naokawa Shinkokyoku
直川振興局,ko,나오카와신코쿄쿠
直川振興局,zh-cn,直川振興局
直川振興局,zh-tw,直川振兴局
公園通り東,en,Koen Dori Higashi
公園通り東,ko,코엔도리히가시
公園通り東,zh-cn,公园通东
公園通り東,zh-tw,公園通東
下の浜,ja,下の浜
下の浜,ja-Hrkt,しものはま
新港,en,Shimminato
新港,ko,신미나토
新港,zh-cn,新港
新港,zh-tw,新港
中村入口,ja,中村入口
中村入口,ja-Hrkt,なかむらいりぐち
百枝,en,Momoeda [Saiki]
百枝,ko,모모에다 [사이키]
百枝,zh-cn,百枝［佐伯］
百枝,zh-tw,百枝［佐伯］
一本橋,en,Ippombashi
一本橋,ko,잇폰바시
一本橋,zh-cn,一本橋
一本橋,zh-tw,一本桥
葛木入口,en,Katsuragi Iriguchi
葛木入口,ko,가쓰라기이리구치
葛木入口,zh-cn,葛木入口
葛木入口,zh-tw,葛木入口
運動公園前,en,Undo Koen Mae [Kamiura]
運動公園前,ko,운도코엔마에 [가미우라]
運動公園前,zh-cn,運動公園前［上浦］
運動公園前,zh-tw,运动公园前［上浦］
高城西,en,Takajo Nishi
高城西,ko,다카조니시
高城西,zh-cn,高城西
高城西,zh-tw,高城西
明磧,en,Akegawara
明磧,ko,아케가와라
明磧,zh-cn,明碛
明磧,zh-tw,明磧
大鶴入口,ja,大鶴入口
大分大学,en,Oita Daigaku
大分大学,ko,오이타다이가쿠
大分大学,zh-cn,大分大学
大分大学,zh-tw,大分大學
下の浜,en,Shimonohama
下の浜,ko,시모노하마
下の浜,zh-cn,下之濱
下の浜,zh-tw,下之滨
ふじが丘南,en,Fujigaoka Minami
ふじが丘南,ko,후지가오카미나미
ふじが丘南,zh-cn,富士丘南
ふじが丘南,zh-tw,富士丘南
横平,ja,横平
横平,ja-Hrkt,よこひら
蒲戸,en,Kamado
蒲戸,ko,가마도
蒲戸,zh-cn,蒲戶
蒲戸,zh-tw,蒲户
央区前,en,Nakaku Mae
央区前,ko,나카쿠마에
央区前,zh-cn,央區前
央区前,zh-tw,央区前
舞鶴高校前,ja,舞鶴高校前
舞鶴高校前,ja-Hrkt,まいづるこうこうまえ
浅海井,en,Azamui
浅海井,ko,아자무이
浅海井,zh-cn,淺海井
浅海井,zh-tw,浅海井
光吉入口,ja,光吉入口
光吉入口,ja-Hrkt,みつよしいりぐち
川井,en,Kawai
川井,ko,가와이
川井,zh-cn,川井
川井,zh-tw,川井
築良田,en,Tsukurada
築良田,ko,쓰쿠라다
築良田,zh-cn,築良田
築良田,zh-tw,筑良田
ひめみぎ,ja,ひめみぎ
ひめみぎ,ja-Hrkt,ひめみぎ
ひめみぎ,en,Himemigi
ひめみぎ,ko,히메미기
ひめみぎ,zh-cn,ＨＩＭＥＭＩＧＩ
ひめみぎ,zh-tw,ＨＩＭＥＭＩＧＩ
大分市美術館,ja,大分市美術館
大分市美術館,ja-Hrkt,おおいたしびじゅつかん
大分市美術館,en,Oitashi Bijutsukan
大分市美術館,ko,오이타시비주쓰칸
大分市美術館,zh-cn,大分市美术馆
大分市美術館,zh-tw,大分市美術館
宮崎,en,Miyazaki
宮崎,ko,미야자키
宮崎,zh-cn,宫崎
宮崎,zh-tw,宮崎
光吉入口,en,Mitsuyoshi Iriguchi
光吉入口,ko,미쓰요시이리구치
光吉入口,zh-cn,光吉入口
光吉入口,zh-tw,光吉入口
喜多里団地,en,Kitasato Danchi
喜多里団地,ko,기타사토단치
喜多里団地,zh-cn,喜多里团地
喜多里団地,zh-tw,喜多里團地
中山,en,Nakayama [Saiki]
中山,ko,나카야마 [사이키]
中山,zh-cn,中山［佐伯］
中山,zh-tw,中山［佐伯］
大分高等技術専門校,en,Oita Koto Gijutsu Semmonko
大分高等技術専門校,ko,오이타코토기주쓰센몬코
大分高等技術専門校,zh-cn,大分高等技术专门校
大分高等技術専門校,zh-tw,大分高等技術專門校
上野丘高校前,en,Uenogaoka Koko Mae
上野丘高校前,ko,우에노가오카코코마에
上野丘高校前,zh-cn,上野丘高校前
上野丘高校前,zh-tw,上野丘高校前
杭の内,ja,杭の内
楢の木,ja-Hrkt,ならのき
楢の木,en,Naranoki
楢の木,ko,나라노키
楢の木,zh-cn,楢之木
楢の木,zh-tw,楢之木
緑が丘一丁目,en,Midorigaoka 1 Chome
緑が丘一丁目,ko,미도리가오카잇초메
緑が丘一丁目,zh-cn,绿丘一丁目
緑が丘一丁目,zh-tw,綠丘一丁目
入蔵入口,en,Irikura Iriguchi
入蔵入口,ko,이리쿠라이리구치
入蔵入口,zh-cn,入藏入口
入蔵入口,zh-tw,入藏入口
明野西町,en,Akeno Nishimachi
明野西町,ko,아케노니시마치
明野西町,zh-cn,明野西町
明野西町,zh-tw,明野西町
ふじが丘入口,ja,ふじが丘入口
ふじが丘入口,ja-Hrkt,ふじがおかいりぐち
ふじが丘入口,en,Fujigaoka Iriguchi
ふじが丘入口,ko,후지가오카이리구치
ふじが丘入口,zh-cn,富士丘入口
ふじが丘入口,zh-tw,富士丘入口
荏隈,en,Enokuma
荏隈,ko,에노쿠마
荏隈,zh-cn,荏隈
荏隈,zh-tw,荏隈
古ヶ鶴一丁目,en,Kogazuru 1 Chome
古ヶ鶴一丁目,ko,고가즈루잇초메
古ヶ鶴一丁目,zh-cn,古鹤一丁目
古ヶ鶴一丁目,zh-tw,古鶴一丁目
下城,ja-Hrkt,げじろ
下城,en,Gejiro
下城,ko,게지로
下城,zh-cn,下城
下城,zh-tw,下城
商業高校前,en,Shogyo Koko Mae
商業高校前,ko,쇼교코코마에
商業高校前,zh-cn,商业高校前
商業高校前,zh-tw,商業高校前
二豊団地北,en,Niho Danchi Kita
二豊団地北,ko,니호단치키타
二豊団地北,zh-cn,二丰团地北
二豊団地北,zh-tw,二豐團地北
養護老人ホームながと前,ja,養護老人ホームながと前
養護老人ホームながと前,ja-Hrkt,ようごろうじんほーむながとまえ
養護老人ホームながと前,en,Yogo Rojin Home Nagato Mae
養護老人ホームながと前,ko,요고로진홈나가토마에
養護老人ホームながと前,zh-cn,养护老人之家长门前
養護老人ホームながと前,zh-tw,養護老人之家長門前
上片島,en,Kami Katashima
上片島,ko,가미카타시마
上片島,zh-cn,上片岛
上片島,zh-tw,上片島
緑が丘入口,en,Midorigaoka Iriguchi
緑が丘入口,ko,미도리가오카이리구치
緑が丘入口,zh-cn,绿丘入口
緑が丘入口,zh-tw,綠丘入口
国分団地,en,Kokubu Danchi
国分団地,ko,고쿠부단치
国分団地,zh-cn,国分团地
国分団地,zh-tw,國分團地
恵良入口,en,Era Iriguchi
恵良入口,ko,에라이리구치
恵良入口,zh-cn,惠良入口
恵良入口,zh-tw,惠良入口
芳河原台,en,Hogawaradai
芳河原台,ko,호가와라다이
芳河原台,zh-cn,芳河原台
芳河原台,zh-tw,芳河原台
競技場前,en,Kyogijo Mae
競技場前,ko,교기조마에
競技場前,zh-cn,竞技场前
競技場前,zh-tw,競技場前
大分東高校,en,Oita Higashi Koko
大分東高校,ko,오이타히가시코코
大分東高校,zh-cn,大分东高校
大分東高校,zh-tw,大分東高校
須賀,en,Suga
須賀,ko,스가
須賀,zh-cn,须贺
須賀,zh-tw,須賀
森の木,en,Morinoki
森の木,ko,모리노키
森の木,zh-cn,森之木
森の木,zh-tw,森之木
